timestamp,lag,wait_ms
2025-10-31 14:09:14.641,0,16
2025-10-31 14:09:14.641,0,16
2025-10-31 14:09:14.641,0,16
2025-10-31 14:09:14.641,0,16
2025-10-31 14:09:14.641,0,16
2025-10-31 14:09:14.641,0,16
2025-10-31 14:09:14.641,0,16
2025-10-31 14:09:14.641,0,16
2025-10-31 14:09:14.641,0,16
2025-10-31 14:09:14.641,0,16
2025-10-31 14:09:16.632,10,3
2025-10-31 14:09:16.638,10,9
2025-10-31 14:09:16.638,10,8
2025-10-31 14:09:16.638,10,8
2025-10-31 14:09:16.638,10,8
2025-10-31 14:09:16.638,10,7
2025-10-31 14:09:16.638,10,7
2025-10-31 14:09:16.638,10,7
2025-10-31 14:09:16.638,10,7
2025-10-31 14:09:16.638,10,7
2025-10-31 14:09:19.616,0,3
2025-10-31 14:09:19.623,0,7
2025-10-31 14:09:19.623,0,7
2025-10-31 14:09:19.623,0,7
2025-10-31 14:09:19.624,0,6
2025-10-31 14:09:19.624,0,6
2025-10-31 14:09:19.624,0,6
2025-10-31 14:09:19.624,0,6
2025-10-31 14:09:19.624,0,5
2025-10-31 14:09:19.624,0,5
2025-10-31 14:09:21.631,9,3
2025-10-31 14:09:21.631,9,3
2025-10-31 14:09:21.636,10,7
2025-10-31 14:09:21.636,10,6
2025-10-31 14:09:21.636,10,6
2025-10-31 14:09:21.636,10,6
2025-10-31 14:09:21.636,10,6
2025-10-31 14:09:21.636,10,5
2025-10-31 14:09:21.636,10,5
2025-10-31 14:09:21.636,10,5
2025-10-31 14:09:24.620,10,3
2025-10-31 14:09:24.625,7,8
2025-10-31 14:09:24.625,7,7
2025-10-31 14:09:24.625,7,7
2025-10-31 14:09:24.625,7,7
2025-10-31 14:09:24.625,7,7
2025-10-31 14:09:24.625,7,6
2025-10-31 14:09:24.629,10,9
2025-10-31 14:09:24.629,10,8
2025-10-31 14:09:24.629,10,8
2025-10-31 14:09:26.629,10,2
2025-10-31 14:09:26.633,9,5
2025-10-31 14:09:26.633,9,5
2025-10-31 14:09:26.633,9,4
2025-10-31 14:09:26.633,9,4
2025-10-31 14:09:26.633,9,4
2025-10-31 14:09:26.633,9,4
2025-10-31 14:09:26.633,9,4
2025-10-31 14:09:26.633,9,3
2025-10-31 14:09:26.633,9,3
2025-10-31 14:09:29.659,0,6
2025-10-31 14:09:29.659,0,6
2025-10-31 14:09:29.664,0,8
2025-10-31 14:09:29.670,0,12
2025-10-31 14:09:29.670,0,11
2025-10-31 14:09:29.670,0,11
2025-10-31 14:09:29.670,0,8
2025-10-31 14:09:29.670,0,8
2025-10-31 14:09:29.673,0,9
2025-10-31 14:09:29.673,0,9
2025-10-31 14:09:31.633,0,1
2025-10-31 14:09:31.635,0,3
2025-10-31 14:09:31.635,0,3
2025-10-31 14:09:31.635,0,3
2025-10-31 14:09:31.635,0,3
2025-10-31 14:09:31.635,0,2
2025-10-31 14:09:31.636,0,3
2025-10-31 14:09:31.636,0,3
2025-10-31 14:09:31.636,0,3
2025-10-31 14:09:31.637,0,3
2025-10-31 14:09:33.656,10,3
2025-10-31 14:09:33.659,5,5
2025-10-31 14:09:33.659,5,5
2025-10-31 14:09:33.659,5,4
2025-10-31 14:09:33.659,5,3
2025-10-31 14:09:33.659,5,3
2025-10-31 14:09:33.659,5,3
2025-10-31 14:09:33.659,5,3
2025-10-31 14:09:33.659,5,3
2025-10-31 14:09:33.659,5,2
2025-10-31 14:09:34.671,5,6
2025-10-31 14:09:34.671,5,5
2025-10-31 14:09:34.671,5,5
2025-10-31 14:09:34.671,5,5
2025-10-31 14:09:34.671,5,4
2025-10-31 14:09:34.671,5,4
2025-10-31 14:09:34.671,5,4
2025-10-31 14:09:34.671,5,4
2025-10-31 14:09:34.671,5,4
2025-10-31 14:09:34.671,5,3
2025-10-31 14:09:35.694,20,4
2025-10-31 14:09:35.698,14,7
2025-10-31 14:09:35.698,14,6
2025-10-31 14:09:35.698,14,6
2025-10-31 14:09:35.698,14,5
2025-10-31 14:09:35.698,14,4
2025-10-31 14:09:35.698,14,4
2025-10-31 14:09:35.700,14,5
2025-10-31 14:09:35.700,14,5
2025-10-31 14:09:35.700,14,4
2025-10-31 14:09:36.698,10,2
2025-10-31 14:09:36.702,10,6
2025-10-31 14:09:36.703,10,6
2025-10-31 14:09:36.703,10,6
2025-10-31 14:09:36.703,10,7
2025-10-31 14:09:36.703,10,6
2025-10-31 14:09:36.703,10,6
2025-10-31 14:09:36.703,10,6
2025-10-31 14:09:36.703,10,6
