traceId,decision
2e675902ffcf4d1f88a13d01f075afd6.41.16436662496507843,false
21652019f9134706a7d3ea74c780c32d.46.16441856459773355,false
a07eab9cc304439c91438840a3e24de9.35.16459568812250019,false
9436f09cdf5041aebfe8366490cf8c39.35.16440867711078683,true
9436f09cdf5041aebfe8366490cf8c39.37.16441166439719773,false
d160b13235cf46aaa6456b5391d256d6.40.16445080952294921,false
9436f09cdf5041aebfe8366490cf8c39.44.16440975550199165,false
34968177ab304796b14ce6ae31f4a942.41.16445019915550523,false
34e6e19354b04d9ab67cb658fc3df19f.39.16436551757166301,false
40c92ef0dafa45d3ac2e737789359166.37.16457859943801483,false
9dd384c1ae0e4df28124b3230fb5bd6f.41.16457580957970027,false
da02dfa381784be1985930e266c39fd6.37.16459790910500051,false
b3911a0c1f804406943e09033500c6e7.45.16458073857180095,false
2e675902ffcf4d1f88a13d01f075afd6.39.16440824657583601,false
0ac2537d09034b85959bb2649c604711.37.16445008372480111,false
342805eb5b484d26a1d10e6c31dfc878.43.16440810412720111,false
8e8b045196864e13a0eab4a023937783.42.16441778291960049,false
3453ca5c4528427587f32cd7f6ca5b73.36.16440833331200139,false
74f630d380e34835a9e88330140f7073.40.16441815760251605,true
b7fabc9d47794091b11bdcf3ed250261.38.16441790724171167,false
a07eab9cc304439c91438840a3e24de9.44.16459576823500047,false
10fec42da73546b8b6676165c8f5633b.39.16450828679180039,false
2e675902ffcf4d1f88a13d01f075afd6.39.16440818779792515,false
0ac2537d09034b85959bb2649c604711.42.16444976044980069,false
6c4411ff34ab4fc9be270a86ec9c9fba.43.16451072386460081,false
2e675902ffcf4d1f88a13d01f075afd6.37.16441133160762881,false
a888e214b2014e78ae60985013d3e987.41.16440974535780173,false
5f94187428ef4c8e887c707537ed8023.39.16451045696970165,false
34968177ab304796b14ce6ae31f4a942.37.16445014446650549,false
8e8b045196864e13a0eab4a023937783.37.16441959958620437,false
1ff4e233a2074539a924f742b5ebfcbf.41.16440975715170293,false
34e6e19354b04d9ab67cb658fc3df19f.45.16436477493095949,false
9436f09cdf5041aebfe8366490cf8c39.43.16441175443359819,false
9436f09cdf5041aebfe8366490cf8c39.39.16440940893458891,false
2e675902ffcf4d1f88a13d01f075afd6.46.16436534192475937,false
2e675902ffcf4d1f88a13d01f075afd6.41.16440822606913399,false
2e675902ffcf4d1f88a13d01f075afd6.40.16440864144864651,false
342805eb5b484d26a1d10e6c31dfc878.44.16440826523210171,false
e3a227d671114d5f84183af69c7f2004.41.16445187986590463,false
6974acb9e1e141e1802ff981d9df24e1.38.16441963974817395,false
8658ac688bcf4cf39e7c5ada757e8bd9.46.16457814909133331,false
2827d95848a54704a80ca19e93e8a484.37.16450896678700025,false
2e675902ffcf4d1f88a13d01f075afd6.39.16436511174795725,false
845ca7f79d37432d809c1d271bff6419.41.16457837223973421,false
f4750c948a1a4f84a1fcfbdbb1b2d96e.37.16458068036340021,false
2e675902ffcf4d1f88a13d01f075afd6.41.16436544004556119,false
9436f09cdf5041aebfe8366490cf8c39.41.16440867183818657,false
9436f09cdf5041aebfe8366490cf8c39.43.16440849544638367,false
7553b0fa0218482bba3d6c90e4f91d6c.40.16451113695530655,false
6974acb9e1e141e1802ff981d9df24e1.44.16441647847543561,false
f4750c948a1a4f84a1fcfbdbb1b2d96e.43.16458065311180017,false
706cdd7d0c79470090069c70f52809df.41.16458087692091435,false
9436f09cdf5041aebfe8366490cf8c39.40.16441131342259415,false
2e675902ffcf4d1f88a13d01f075afd6.45.16441105602150147,false
b44919f1e3924ba59af0ea02c029c9b1.37.16457688809930047,false
58400f84a2f34135bb278e60f6d85325.45.16459560908090613,false
2827d95848a54704a80ca19e93e8a484.38.16451125675020161,false
b3911a0c1f804406943e09033500c6e7.37.16458068251050045,false
342805eb5b484d26a1d10e6c31dfc878.45.16440833686690225,false
3453ca5c4528427587f32cd7f6ca5b73.40.16441076539430475,false
40c92ef0dafa45d3ac2e737789359166.39.16457793932791421,true
2827d95848a54704a80ca19e93e8a484.37.16450924808630035,false
342805eb5b484d26a1d10e6c31dfc878.36.16440948123100285,false
40c92ef0dafa45d3ac2e737789359166.35.16457534098590755,false
34e6e19354b04d9ab67cb658fc3df19f.40.16441061147173451,false
d160b13235cf46aaa6456b5391d256d6.40.16445071096784875,false
8658ac688bcf4cf39e7c5ada757e8bd9.46.16457500141371439,true
a888e214b2014e78ae60985013d3e987.42.16441079064640201,false
e3a227d671114d5f84183af69c7f2004.41.16445148163300395,false
3453ca5c4528427587f32cd7f6ca5b73.36.16441108057610487,false
9436f09cdf5041aebfe8366490cf8c39.42.16440848463408315,false
54d29a1676644b3d99e2d9834d04c5be.44.16440682169898795,false
2827d95848a54704a80ca19e93e8a484.39.16451001256760091,false
69f7c06d74384605b6c2145c654b8d4c.45.16440917987079883,true
69f7c06d74384605b6c2145c654b8d4c.46.16440865012497517,false
40c92ef0dafa45d3ac2e737789359166.41.16457680257361119,false
8e8b045196864e13a0eab4a023937783.43.16441986162130713,false
7553b0fa0218482bba3d6c90e4f91d6c.38.16451126574460705,false
342805eb5b484d26a1d10e6c31dfc878.36.16441089073150749,false
7553b0fa0218482bba3d6c90e4f91d6c.45.16450952963480301,false
6c4411ff34ab4fc9be270a86ec9c9fba.39.16450922141690025,true
8658ac688bcf4cf39e7c5ada757e8bd9.40.16457425163590751,true
58400f84a2f34135bb278e60f6d85325.40.16459694052371275,true
34968177ab304796b14ce6ae31f4a942.43.16445153008150639,false
480a80f576914a47a99db1a7e0bc37bd.39.16450844859300015,false
21652019f9134706a7d3ea74c780c32d.43.16441825074303179,false
2e675902ffcf4d1f88a13d01f075afd6.41.16440832067735125,false
9436f09cdf5041aebfe8366490cf8c39.40.16440845438688339,false
5f94187428ef4c8e887c707537ed8023.44.16450991599490117,false
0ac2537d09034b85959bb2649c604711.37.16444993919690093,true
e3a227d671114d5f84183af69c7f2004.43.16445001611270293,false
9436f09cdf5041aebfe8366490cf8c39.38.16441141115549421,false
2e675902ffcf4d1f88a13d01f075afd6.41.16436720863448933,true
1b71fe2c5bf446ce951c1c5ea58b9065.40.16458516074410013,true
9436f09cdf5041aebfe8366490cf8c39.37.16441132014169393,true
40c92ef0dafa45d3ac2e737789359166.36.16457195330330051,false
6974acb9e1e141e1802ff981d9df24e1.42.16445072065457619,false
e4b32b9444334028886e54649f71e3c1.42.16450973187150547,false
2e675902ffcf4d1f88a13d01f075afd6.38.16440842593267767,false
9436f09cdf5041aebfe8366490cf8c39.39.16441180468249823,false
d0ca2d7cc78c45c6bcdfe157c2c2ac92.42.16441643195440065,false
6974acb9e1e141e1802ff981d9df24e1.40.16445081273338855,false
e4b32b9444334028886e54649f71e3c1.46.16450864497221247,false
6974acb9e1e141e1802ff981d9df24e1.39.16441642952893471,false
2e675902ffcf4d1f88a13d01f075afd6.39.16436488278275341,false
2e675902ffcf4d1f88a13d01f075afd6.41.16441123804592071,true
d160b13235cf46aaa6456b5391d256d6.43.16445063737934859,false
6692efadd594462184c97e5b0b129009.46.16458875542290689,false
2e675902ffcf4d1f88a13d01f075afd6.40.16436490640555207,false
99cb9a9f360d4336a9e43e5a424fd355.40.16451122227640237,false
0ac2537d09034b85959bb2649c604711.37.16445171127050145,false
2ba46c06939c4b0cac68ad1af6e9c919.44.16457856833870103,false
40c92ef0dafa45d3ac2e737789359166.44.16457646843201169,false
2078523f8faa4240a11f38c4eea1f9c6.43.16459574489190055,false
9436f09cdf5041aebfe8366490cf8c39.42.16440919341278681,false
9436f09cdf5041aebfe8366490cf8c39.39.16441142931389477,false
74f630d380e34835a9e88330140f7073.46.16441838257461657,false
845ca7f79d37432d809c1d271bff6419.38.16457847031794399,false
62ee04ebef574f69adbf1926fc243c6c.38.16457908659252637,true
0ac2537d09034b85959bb2649c604711.41.16444996900390095,false
63d089d61676440ba7cd86834a47a404.46.16440870145085369,false
5d9c433ed0f146ae823a2618813ee770.40.16441877831982739,false
2ba46c06939c4b0cac68ad1af6e9c919.36.16457832156500077,false
f4750c948a1a4f84a1fcfbdbb1b2d96e.38.16458069353730023,false
2e675902ffcf4d1f88a13d01f075afd6.37.16436596400266209,false
9436f09cdf5041aebfe8366490cf8c39.44.16440927857408867,false
99cb9a9f360d4336a9e43e5a424fd355.41.16451043357330187,false
3da181de393843ec9bfdd7dd14c2c0e5.44.16450825434130003,false
b44919f1e3924ba59af0ea02c029c9b1.42.16457753465620053,false
9436f09cdf5041aebfe8366490cf8c39.36.16440873512668455,false
2e675902ffcf4d1f88a13d01f075afd6.37.16441074756686345,false
9436f09cdf5041aebfe8366490cf8c39.39.16440919871848713,false
34968177ab304796b14ce6ae31f4a942.40.16445137973040579,false
40c92ef0dafa45d3ac2e737789359166.37.16457876664791553,false
61c4cd9551ee4cbeaf9c40ad7e28aadf.42.16459751561350977,true
40c92ef0dafa45d3ac2e737789359166.44.16457869967741655,false
f4c0940344fd43479097981d895d7d58.47.16440835841342417,false
2e675902ffcf4d1f88a13d01f075afd6.37.16440862333233725,false
b44919f1e3924ba59af0ea02c029c9b1.36.16457236178180007,false
9436f09cdf5041aebfe8366490cf8c39.38.16441115296069271,false
99cb9a9f360d4336a9e43e5a424fd355.40.16451013217410159,true
40c92ef0dafa45d3ac2e737789359166.35.16457732697861253,false
63d089d61676440ba7cd86834a47a404.47.16440846055224639,false
342805eb5b484d26a1d10e6c31dfc878.38.16440820426000157,false
6974acb9e1e141e1802ff981d9df24e1.40.16445217925552505,false
3453ca5c4528427587f32cd7f6ca5b73.43.16440810807390085,false
e4b32b9444334028886e54649f71e3c1.47.16450897724864141,false
e4b32b9444334028886e54649f71e3c1.43.16451119088440571,false
40c92ef0dafa45d3ac2e737789359166.37.16457387459580333,false
9436f09cdf5041aebfe8366490cf8c39.41.16440843668448365,false
f4c0940344fd43479097981d895d7d58.42.16440974297302707,false
e3a227d671114d5f84183af69c7f2004.39.16444966599620161,true
342805eb5b484d26a1d10e6c31dfc878.37.16440829602060221,true
10fec42da73546b8b6676165c8f5633b.43.16450827145050019,false
9436f09cdf5041aebfe8366490cf8c39.44.16440951997669059,false
2e675902ffcf4d1f88a13d01f075afd6.46.16436461724644759,false
845ca7f79d37432d809c1d271bff6419.41.16457745171039589,false
0ac2537d09034b85959bb2649c604711.42.16445000867250113,true
9436f09cdf5041aebfe8366490cf8c39.42.16440834262338131,false
7553b0fa0218482bba3d6c90e4f91d6c.38.16450891739720119,false
a888e214b2014e78ae60985013d3e987.37.16440956831600123,false
2e675902ffcf4d1f88a13d01f075afd6.39.16436507610975657,false
2e675902ffcf4d1f88a13d01f075afd6.38.16436475400494983,false
b3911a0c1f804406943e09033500c6e7.46.16458067250660029,true
0ac2537d09034b85959bb2649c604711.38.16444992426370083,false
b3911a0c1f804406943e09033500c6e7.43.16458065289450053,false
920f63e3938c4426bbb39a5a74ef76d4.38.16440955313575355,true
342805eb5b484d26a1d10e6c31dfc878.43.16441061002850619,false
6c4411ff34ab4fc9be270a86ec9c9fba.37.16451044845730083,false
e3a227d671114d5f84183af69c7f2004.36.16445032888390341,false
9436f09cdf5041aebfe8366490cf8c39.38.16440939652338827,false
21652019f9134706a7d3ea74c780c32d.46.16441796630172953,false
d0ca2d7cc78c45c6bcdfe157c2c2ac92.45.16441701908550115,false
81d1de16d4174ab2858533502c163935.42.16450833497040085,false
2e675902ffcf4d1f88a13d01f075afd6.37.16436654703737485,false
4f2ca34ee5c84c03856a87eb4ac87592.41.16457385190983463,false
706cdd7d0c79470090069c70f52809df.45.16458055502040025,false
40c92ef0dafa45d3ac2e737789359166.42.16457735940141277,false
81d1de16d4174ab2858533502c163935.43.16450837809280337,false
a888e214b2014e78ae60985013d3e987.41.16441144378820351,false
9436f09cdf5041aebfe8366490cf8c39.38.16441182149539805,false
8e8b045196864e13a0eab4a023937783.46.16441739084100017,false
9436f09cdf5041aebfe8366490cf8c39.41.16441168111799857,false
2827d95848a54704a80ca19e93e8a484.38.16450984634710073,false
2827d95848a54704a80ca19e93e8a484.44.16450934191470049,false
d191ea4d867c4663a4c3efe3db67fb33.47.16457677341550187,false
34968177ab304796b14ce6ae31f4a942.35.16445031777060581,false
e3a227d671114d5f84183af69c7f2004.39.16444981702550215,false
2ba46c06939c4b0cac68ad1af6e9c919.40.16457867217290099,false
6974acb9e1e141e1802ff981d9df24e1.41.16441806366485323,false
2e675902ffcf4d1f88a13d01f075afd6.46.16436652365307619,false
99cb9a9f360d4336a9e43e5a424fd355.38.16450924730780077,false
