timestamp,rate
2025-10-27 21:20:39.905,40
2025-10-27 21:20:40.905,40
2025-10-27 21:20:41.905,40
2025-10-27 21:20:42.905,40
2025-10-27 21:20:43.905,40
2025-10-27 21:20:44.905,40
2025-10-27 21:20:45.905,40
2025-10-27 21:20:46.905,40
2025-10-27 21:20:47.905,40
2025-10-27 21:20:48.905,40
2025-10-27 21:20:49.905,40
2025-10-27 21:20:50.905,40
2025-10-27 21:20:51.905,40
2025-10-27 21:20:52.905,40
2025-10-27 21:20:53.905,40
2025-10-27 21:20:54.905,40
2025-10-27 21:20:55.905,40
2025-10-27 21:20:56.905,40
2025-10-27 21:20:57.905,40
2025-10-27 21:20:58.905,40
2025-10-27 21:20:59.941,80
2025-10-27 21:21:00.941,80
2025-10-27 21:21:01.941,80
2025-10-27 21:21:02.941,80
2025-10-27 21:21:03.941,80
2025-10-27 21:21:04.941,80
2025-10-27 21:21:05.941,80
2025-10-27 21:21:06.941,80
2025-10-27 21:21:07.940,80
2025-10-27 21:21:08.941,80
2025-10-27 21:21:09.941,80
2025-10-27 21:21:10.941,80
2025-10-27 21:21:11.941,80
2025-10-27 21:21:12.941,80
2025-10-27 21:21:13.941,80
2025-10-27 21:21:14.941,80
2025-10-27 21:21:15.941,80
2025-10-27 21:21:16.941,80
2025-10-27 21:21:17.941,80
2025-10-27 21:21:18.941,80
2025-10-27 21:21:20.014,180
2025-10-27 21:21:21.014,180
2025-10-27 21:21:22.014,180
2025-10-27 21:21:23.014,180
2025-10-27 21:21:24.014,180
2025-10-27 21:21:25.013,180
2025-10-27 21:21:26.014,180
2025-10-27 21:21:27.013,180
2025-10-27 21:21:28.014,180
2025-10-27 21:21:29.014,180
2025-10-27 21:21:30.013,180
2025-10-27 21:21:31.013,180
2025-10-27 21:21:32.013,180
2025-10-27 21:21:33.014,180
2025-10-27 21:21:34.014,180
2025-10-27 21:21:35.014,180
2025-10-27 21:21:36.014,180
2025-10-27 21:21:37.014,180
2025-10-27 21:21:38.014,180
2025-10-27 21:21:39.014,180
2025-10-27 21:21:40.142,300
2025-10-27 21:21:41.142,300
2025-10-27 21:21:42.142,300
2025-10-27 21:21:43.142,300
2025-10-27 21:21:44.142,300
2025-10-27 21:21:45.142,300
2025-10-27 21:21:46.142,300
2025-10-27 21:21:47.143,300
2025-10-27 21:21:48.142,300
2025-10-27 21:21:49.143,300
2025-10-27 21:21:50.142,300
2025-10-27 21:21:51.142,300
2025-10-27 21:21:52.142,300
2025-10-27 21:21:53.142,300
2025-10-27 21:21:54.142,300
2025-10-27 21:21:55.142,300
2025-10-27 21:21:56.142,300
2025-10-27 21:21:57.142,300
2025-10-27 21:21:58.142,300
2025-10-27 21:21:59.142,300
2025-10-27 21:22:00.348,300
2025-10-27 21:22:01.348,300
2025-10-27 21:22:02.348,300
2025-10-27 21:22:03.348,300
2025-10-27 21:22:04.348,300
2025-10-27 21:22:05.348,300
2025-10-27 21:22:06.348,300
2025-10-27 21:22:07.347,300
2025-10-27 21:22:08.348,300
2025-10-27 21:22:09.348,300
2025-10-27 21:22:10.348,300
2025-10-27 21:22:11.348,300
2025-10-27 21:22:12.348,300
2025-10-27 21:22:13.348,300
2025-10-27 21:22:14.348,300
2025-10-27 21:22:15.348,300
2025-10-27 21:22:16.347,300
2025-10-27 21:22:17.348,300
2025-10-27 21:22:18.348,300
2025-10-27 21:22:19.348,300
2025-10-27 21:22:20.544,300
2025-10-27 21:22:21.544,300
2025-10-27 21:22:22.543,300
2025-10-27 21:22:23.543,300
2025-10-27 21:22:24.544,300
